TrialNumber,prime_pos_1,prime_pos_2,prime_pos_3,prime_pos_4,prime_col_1,prime_col_2,prime_col_3,prime_col_4,prime_angle_1,prime_angle_2,prime_angle_3,prime_angle_4,curr_task,sequence,target_angle_colour,target_angle_orientation,condition,subject,block_type,ran,order,response,rt
274,225,315,45,135,265.8,345.90000000000003,109.2,54.1,357.40000000000003,296.0,115.0,230.8,orientation,repetition,265.0,357.0,experiment_1,012,mixed,1.0,273.0,27.979474388480146,2.480476
275,315,135,45,225,169.9,71.4,211.4,257.1,345.5,78.30000000000001,292.6,135.70000000000002,orientation,repetition,169.0,345.0,experiment_1,012,mixed,1.0,274.0,304.8642502744554,1.6855608
276,45,225,315,135,293.90000000000003,17.0,63.1,202.3,47.800000000000004,257.5,2.3000000000000003,158.10000000000002,orientation,repetition,293.0,47.0,experiment_1,012,mixed,1.0,275.0,46.52979072428636,1.5063257
277,135,315,225,45,33.800000000000004,238.3,339.90000000000003,80.80000000000001,194.8,107.7,40.6,324.90000000000003,orientation,repetition,33.0,194.0,experiment_1,012,mixed,1.0,276.0,157.16634582208246,3.0941093
278,135,225,315,45,189.0,147.70000000000002,229.9,306.5,151.4,97.0,220.5,328.20000000000005,colour,switch,188.0,151.0,experiment_1,012,mixed,1.0,277.0,205.0,2.7545357
279,225,315,45,135,231.3,277.40000000000003,84.0,321.1,38.300000000000004,99.2,168.3,230.70000000000002,colour,repetition,231.0,38.0,experiment_1,012,mixed,1.0,278.0,225.0,1.8124616
280,225,45,315,135,288.90000000000003,128.5,170.5,55.7,116.7,292.2,244.9,66.5,colour,repetition,288.0,116.0,experiment_1,012,mixed,1.0,279.0,288.0,2.212643
281,225,135,45,315,115.0,34.5,204.70000000000002,343.3,242.4,293.1,148.3,53.5,colour,repetition,114.0,242.0,experiment_1,012,mixed,1.0,280.0,122.0,2.020273
282,135,225,45,315,192.3,18.7,307.0,117.80000000000001,321.40000000000003,261.7,127.0,179.10000000000002,colour,repetition,192.0,321.0,experiment_1,012,mixed,1.0,281.0,214.0,1.835539
283,45,225,135,315,6.7,195.8,70.10000000000001,271.90000000000003,214.9,27.200000000000003,284.1,123.7,colour,repetition,6.0,214.0,experiment_1,012,mixed,1.0,282.0,337.0,1.7061995
284,225,315,135,45,123.5,20.900000000000002,242.0,293.6,32.0,188.0,238.10000000000002,336.6,orientation,switch,123.0,32.0,experiment_1,012,mixed,1.0,283.0,42.87890360333855,2.2139604
285,45,225,315,135,7.6000000000000005,304.5,84.7,249.70000000000002,358.0,267.7,47.1,152.6,colour,switch,7.0,358.0,experiment_1,012,mixed,1.0,284.0,49.0,2.8698747
286,225,315,135,45,211.70000000000002,155.3,71.3,322.70000000000005,153.0,89.7,203.8,19.3,colour,repetition,211.0,152.0,experiment_1,012,mixed,1.0,285.0,219.0,1.9871794
287,135,45,225,315,152.70000000000002,18.1,306.90000000000003,206.9,252.20000000000002,358.0,102.7,314.20000000000005,colour,repetition,152.0,252.0,experiment_1,012,mixed,1.0,286.0,172.0,1.8597146
288,315,225,135,45,285.3,74.60000000000001,221.9,149.20000000000002,9.1,59.5,255.10000000000002,322.8,orientation,switch,285.0,9.0,experiment_1,012,mixed,1.0,287.0,50.037368502031484,1.9938397
289,45,135,225,315,118.30000000000001,238.10000000000002,38.800000000000004,351.20000000000005,54.800000000000004,158.0,99.7,231.10000000000002,colour,switch,118.0,54.0,experiment_1,012,mixed,1.0,288.0,123.0,1.9301653
290,45,315,135,225,195.60000000000002,34.0,145.5,332.1,31.3,216.5,135.5,293.8,orientation,switch,195.0,31.0,experiment_1,012,mixed,1.0,289.0,43.89525963284957,1.6293344
291,45,135,225,315,104.80000000000001,235.5,309.6,59.300000000000004,104.7,59.0,280.1,179.20000000000002,orientation,repetition,104.0,104.0,experiment_1,012,mixed,1.0,290.0,74.32890854799055,1.444813
292,45,225,135,315,146.70000000000002,204.70000000000002,299.6,57.400000000000006,137.20000000000002,283.0,94.9,22.0,orientation,repetition,146.0,137.0,experiment_1,012,mixed,1.0,291.0,116.23513670710372,2.2111962
293,315,135,225,45,135.5,219.70000000000002,333.90000000000003,281.8,261.8,140.1,14.4,189.10000000000002,orientation,repetition,135.0,261.0,experiment_1,012,mixed,1.0,292.0,254.29136217098426,2.8193107
294,45,315,135,225,300.5,60.400000000000006,15.0,245.5,179.60000000000002,243.60000000000002,318.1,20.0,colour,switch,300.0,179.0,experiment_1,012,mixed,1.0,293.0,286.0,1.7865711
295,45,225,315,135,141.20000000000002,95.7,27.0,314.1,337.90000000000003,229.0,83.80000000000001,269.6,orientation,switch,141.0,337.0,experiment_1,012,mixed,1.0,294.0,320.9162694112632,1.9950572
296,315,225,45,135,17.8,252.20000000000002,151.70000000000002,196.20000000000002,26.8,304.3,100.7,261.6,colour,switch,17.0,26.0,experiment_1,012,mixed,1.0,295.0,351.0,2.0516424
297,135,315,225,45,58.5,355.8,213.10000000000002,138.5,63.0,154.4,327.40000000000003,273.6,colour,repetition,58.0,62.0,experiment_1,012,mixed,1.0,296.0,71.0,1.633419
298,45,315,135,225,180.70000000000002,55.300000000000004,120.7,319.5,118.10000000000001,300.5,174.4,0.9,colour,repetition,180.0,118.0,experiment_1,012,mixed,1.0,297.0,206.0,1.7361308
299,45,315,135,225,95.0,282.5,344.70000000000005,26.900000000000002,164.3,84.60000000000001,334.90000000000003,245.10000000000002,colour,repetition,94.0,164.0,experiment_1,012,mixed,1.0,298.0,73.0,2.0904982
300,45,315,225,135,309.40000000000003,138.20000000000002,61.2,353.5,288.8,154.3,16.6,109.80000000000001,colour,repetition,309.0,288.0,experiment_1,012,mixed,1.0,299.0,300.0,1.7830858
301,135,45,225,315,122.4,348.0,30.3,75.7,158.5,0.7000000000000001,208.3,263.0,colour,repetition,122.0,158.0,experiment_1,012,mixed,1.0,300.0,142.0,3.4330776
302,135,225,45,315,7.1000000000000005,306.40000000000003,199.8,143.9,113.7,302.7,182.5,355.70000000000005,orientation,switch,7.0,113.0,experiment_1,012,mixed,1.0,301.0,135.0,1.7836924
303,45,315,225,135,55.6,346.8,249.10000000000002,174.20000000000002,234.9,95.80000000000001,54.0,177.4,orientation,repetition,55.0,234.0,experiment_1,012,mixed,1.0,302.0,224.7383772543052,2.0962064
304,315,135,45,225,26.400000000000002,320.5,260.40000000000003,152.8,188.60000000000002,101.80000000000001,319.20000000000005,250.9,colour,switch,26.0,188.0,experiment_1,012,mixed,1.0,303.0,173.0,2.1888423
305,315,135,225,45,44.900000000000006,146.6,335.5,220.60000000000002,234.5,160.9,349.1,112.80000000000001,orientation,switch,44.0,234.0,experiment_1,012,mixed,1.0,304.0,223.4601617113764,2.2934022
306,135,45,225,315,242.5,291.8,190.60000000000002,97.80000000000001,186.10000000000002,139.1,11.5,277.40000000000003,colour,switch,242.0,186.0,experiment_1,012,mixed,1.0,305.0,245.0,2.1859615
307,225,135,315,45,226.9,165.8,352.90000000000003,307.8,229.20000000000002,288.2,331.90000000000003,53.6,colour,repetition,226.0,229.0,experiment_1,012,mixed,1.0,306.0,217.0,1.930519
308,45,225,135,315,344.40000000000003,248.5,52.900000000000006,168.4,83.60000000000001,192.10000000000002,10.100000000000001,136.5,orientation,switch,344.0,83.0,experiment_1,012,mixed,1.0,307.0,51.40291288069518,1.565906
309,225,45,135,315,225.0,271.7,63.6,9.200000000000001,196.9,330.5,50.800000000000004,274.0,orientation,repetition,224.0,196.0,experiment_1,012,mixed,1.0,308.0,205.3847979647542,1.9431096
310,135,315,45,225,37.300000000000004,231.5,310.1,170.20000000000002,203.8,150.5,266.3,353.20000000000005,orientation,repetition,37.0,203.0,experiment_1,012,mixed,1.0,309.0,163.42599224309103,3.2095668
311,135,225,315,45,198.8,112.2,43.900000000000006,352.70000000000005,333.5,216.0,116.2,270.2,colour,switch,198.0,333.0,experiment_1,012,mixed,1.0,310.0,209.0,2.12141
312,315,135,45,225,90.2,258.3,322.40000000000003,148.0,185.8,240.3,349.20000000000005,59.2,orientation,switch,90.0,185.0,experiment_1,012,mixed,1.0,311.0,154.93630899935263,2.044652
313,135,225,315,45,55.7,211.70000000000002,270.1,123.10000000000001,89.80000000000001,16.900000000000002,216.3,276.0,colour,switch,55.0,89.0,experiment_1,012,mixed,1.0,312.0,90.0,3.5392308
314,135,45,315,225,105.60000000000001,296.90000000000003,192.70000000000002,355.20000000000005,244.60000000000002,62.900000000000006,348.20000000000005,104.10000000000001,colour,repetition,105.0,244.0,experiment_1,012,mixed,1.0,313.0,97.0,1.7897452
315,315,225,135,45,228.8,294.0,161.8,46.300000000000004,198.5,333.8,45.400000000000006,287.5,colour,repetition,228.0,198.0,experiment_1,012,mixed,1.0,314.0,233.0,1.8465825
316,225,315,135,45,46.300000000000004,186.4,353.6,254.4,243.70000000000002,125.2,76.0,188.60000000000002,colour,repetition,46.0,243.0,experiment_1,012,mixed,1.0,315.0,59.0,2.2370498
317,225,135,315,45,25.3,111.0,276.40000000000003,190.3,34.1,330.6,284.90000000000003,183.5,colour,repetition,25.0,34.0,experiment_1,012,mixed,1.0,316.0,32.0,1.7395242
318,45,135,315,225,93.80000000000001,191.70000000000002,28.0,309.8,221.10000000000002,327.40000000000003,158.70000000000002,63.300000000000004,colour,repetition,93.0,221.0,experiment_1,012,mixed,1.0,317.0,94.0,1.6780814
319,45,225,315,135,235.3,27.0,171.4,303.7,323.1,210.10000000000002,145.8,57.300000000000004,orientation,switch,235.0,323.0,experiment_1,012,mixed,1.0,318.0,318.2154839917482,1.6992941
320,225,45,315,135,336.40000000000003,228.0,31.5,134.1,227.3,355.40000000000003,173.3,61.5,colour,switch,336.0,227.0,experiment_1,012,mixed,1.0,319.0,347.0,1.8712575
321,135,315,45,225,306.90000000000003,352.20000000000005,182.70000000000002,238.10000000000002,118.9,217.0,40.5,324.6,orientation,switch,306.0,118.0,experiment_1,012,mixed,1.0,320.0,134.24615166692922,2.220423
322,225,45,135,315,182.8,81.7,309.40000000000003,224.9,28.200000000000003,91.60000000000001,342.8,143.1,colour,switch,182.0,28.0,experiment_1,012,mixed,1.0,321.0,203.0,1.5317023
323,135,45,315,225,352.8,233.60000000000002,85.0,304.3,245.8,347.8,164.70000000000002,302.2,orientation,switch,352.0,245.0,experiment_1,012,mixed,1.0,322.0,299.6801159369835,1.4628745
324,135,225,315,45,119.80000000000001,8.6,228.4,280.0,264.3,221.70000000000002,319.40000000000003,142.70000000000002,colour,switch,119.0,264.0,experiment_1,012,mixed,1.0,323.0,113.0,1.7167898
325,135,45,315,225,349.5,30.900000000000002,149.0,215.60000000000002,300.1,65.8,247.4,150.6,orientation,switch,349.0,300.0,experiment_1,012,mixed,1.0,324.0,293.2574157286187,1.5120469
326,135,315,45,225,345.20000000000005,296.3,56.2,229.70000000000002,166.9,33.0,221.3,316.3,orientation,repetition,345.0,166.0,experiment_1,012,mixed,1.0,325.0,128.2731159509987,1.5479399
327,45,225,315,135,53.900000000000006,221.10000000000002,283.7,166.5,292.8,175.9,63.300000000000004,232.20000000000002,orientation,repetition,53.0,292.0,experiment_1,012,mixed,1.0,326.0,301.0694032092334,1.4307147
328,45,225,315,135,40.400000000000006,257.2,152.8,357.20000000000005,142.9,226.9,285.5,25.400000000000002,colour,switch,40.0,142.0,experiment_1,012,mixed,1.0,327.0,36.0,1.6539115
329,225,135,45,315,339.1,111.2,201.60000000000002,285.90000000000003,107.4,325.5,279.2,8.1,colour,repetition,339.0,107.0,experiment_1,012,mixed,1.0,328.0,9.0,1.9238216
330,315,135,45,225,121.5,58.5,304.0,162.20000000000002,353.3,238.9,33.7,280.90000000000003,colour,repetition,121.0,353.0,experiment_1,012,mixed,1.0,329.0,117.0,1.5589294
331,45,315,135,225,169.70000000000002,112.60000000000001,319.3,13.8,4.6000000000000005,145.9,320.6,52.6,orientation,switch,169.0,4.0,experiment_1,012,mixed,1.0,330.0,32.14190982700182,1.799506
332,45,315,225,135,38.300000000000004,92.2,163.9,274.1,114.4,73.8,300.90000000000003,186.5,orientation,repetition,38.0,114.0,experiment_1,012,mixed,1.0,331.0,128.60104337263107,1.8408003
333,135,45,315,225,333.1,69.8,249.4,121.30000000000001,334.0,112.30000000000001,70.9,253.5,colour,switch,333.0,334.0,experiment_1,012,mixed,1.0,332.0,326.0,1.5194405
334,225,315,135,45,100.80000000000001,349.3,298.0,198.9,10.200000000000001,233.9,116.60000000000001,159.9,orientation,switch,100.0,10.0,experiment_1,012,mixed,1.0,333.0,27.02158159117704,1.5066129
335,45,135,315,225,89.2,319.8,45.2,179.70000000000002,285.7,73.2,154.5,329.40000000000003,orientation,repetition,89.0,285.0,experiment_1,012,mixed,1.0,334.0,277.8152935467669,2.142435
336,315,135,225,45,85.10000000000001,141.20000000000002,329.90000000000003,238.10000000000002,131.9,281.3,25.700000000000003,189.60000000000002,orientation,repetition,85.0,131.0,experiment_1,012,mixed,1.0,335.0,118.63352559850057,1.6331499
337,135,225,315,45,89.80000000000001,135.0,287.1,37.1,65.60000000000001,233.0,285.0,118.80000000000001,colour,switch,89.0,65.0,experiment_1,012,mixed,1.0,336.0,355.0,1.7038556
338,225,315,135,45,278.2,323.6,200.0,130.5,164.10000000000002,348.8,208.3,52.7,orientation,switch,278.0,164.0,experiment_1,012,mixed,1.0,337.0,149.03624346792648,1.6996322
339,315,225,135,45,223.5,95.5,334.40000000000003,278.40000000000003,350.3,102.30000000000001,175.0,271.5,orientation,repetition,223.0,350.0,experiment_1,012,mixed,1.0,338.0,295.92490150755447,1.9674695
340,45,225,315,135,82.30000000000001,343.5,285.0,122.60000000000001,45.7,142.5,259.8,338.1,orientation,repetition,82.0,45.0,experiment_1,012,mixed,1.0,339.0,51.61952973615101,1.7848052
341,45,135,315,225,284.8,58.800000000000004,120.5,197.9,6.9,206.60000000000002,267.8,141.1,colour,switch,284.0,6.0,experiment_1,012,mixed,1.0,340.0,282.0,1.8813094
342,45,225,135,315,71.4,335.6,219.60000000000002,27.900000000000002,253.5,175.0,357.0,307.3,colour,repetition,71.0,253.0,experiment_1,012,mixed,1.0,341.0,71.0,1.5824785
343,45,225,135,315,61.0,331.20000000000005,196.8,13.3,61.800000000000004,329.0,169.9,251.60000000000002,orientation,switch,60.0,61.0,experiment_1,012,mixed,1.0,342.0,56.85674727739524,1.255057
344,45,315,135,225,192.3,305.5,66.10000000000001,235.10000000000002,53.1,293.1,231.4,5.4,colour,switch,192.0,53.0,experiment_1,012,mixed,1.0,343.0,203.0,1.8691112
345,315,225,135,45,317.20000000000005,41.400000000000006,149.1,276.7,97.30000000000001,160.0,256.40000000000003,327.20000000000005,orientation,switch,317.0,97.0,experiment_1,012,mixed,1.0,344.0,113.93764258432601,1.914226
346,315,135,45,225,211.60000000000002,110.7,169.5,327.70000000000005,26.8,344.3,280.6,124.10000000000001,orientation,repetition,211.0,26.0,experiment_1,012,mixed,1.0,345.0,51.29812436762974,1.7182444
347,315,135,45,225,108.7,314.1,61.300000000000004,260.6,158.10000000000002,79.0,209.60000000000002,335.20000000000005,colour,switch,108.0,158.0,experiment_1,012,mixed,1.0,346.0,129.0,1.5533298
348,315,45,225,135,106.7,190.8,61.7,345.5,143.5,27.900000000000002,333.40000000000003,288.40000000000003,orientation,switch,106.0,143.0,experiment_1,012,mixed,1.0,347.0,125.14212107395555,1.5552659
349,135,315,225,45,241.10000000000002,154.70000000000002,297.6,349.20000000000005,311.70000000000005,102.10000000000001,12.4,244.9,orientation,repetition,241.0,311.0,experiment_1,012,mixed,1.0,348.0,314.085783239551,1.5572067
350,315,45,135,225,30.700000000000003,101.60000000000001,226.0,335.90000000000003,265.1,338.90000000000003,58.0,185.0,orientation,repetition,30.0,265.0,experiment_1,012,mixed,1.0,349.0,256.13897243697886,2.2470644
351,225,315,135,45,182.8,282.0,333.8,19.6,113.30000000000001,63.1,7.300000000000001,163.3,orientation,repetition,182.0,113.0,experiment_1,012,mixed,1.0,350.0,62.10272896905237,1.4816219
352,225,135,45,315,237.3,332.70000000000005,53.1,172.70000000000002,320.6,141.6,98.7,270.0,colour,switch,237.0,320.0,experiment_1,012,mixed,1.0,351.0,246.0,1.8788497
353,45,225,135,315,37.300000000000004,126.7,78.7,226.3,207.0,348.8,133.70000000000002,271.6,colour,repetition,37.0,206.0,experiment_1,012,mixed,1.0,352.0,7.0,1.6762995
354,45,315,135,225,124.10000000000001,167.5,248.60000000000002,75.3,13.700000000000001,285.1,150.0,213.10000000000002,orientation,switch,124.0,13.0,experiment_1,012,mixed,1.0,353.0,38.1698135334568,1.7854408
355,315,45,225,135,326.3,106.4,243.10000000000002,182.4,255.5,212.20000000000002,139.70000000000002,11.9,colour,switch,326.0,255.0,experiment_1,012,mixed,1.0,354.0,310.0,2.3780901
356,315,45,135,225,185.70000000000002,354.8,64.4,283.0,338.40000000000003,112.2,41.0,183.5,orientation,switch,185.0,338.0,experiment_1,012,mixed,1.0,355.0,315.0,1.5072348
357,315,135,45,225,289.2,40.400000000000006,134.70000000000002,207.8,143.8,249.20000000000002,82.9,37.9,orientation,repetition,289.0,143.0,experiment_1,012,mixed,1.0,356.0,129.12069950552456,1.5672412
358,315,45,135,225,251.70000000000002,165.3,114.4,207.10000000000002,282.5,51.1,351.90000000000003,100.7,colour,switch,251.0,282.0,experiment_1,012,mixed,1.0,357.0,242.0,1.8723124
359,45,225,315,135,120.10000000000001,309.1,200.3,54.6,18.5,92.5,274.2,316.20000000000005,orientation,switch,120.0,18.0,experiment_1,012,mixed,1.0,358.0,39.559667968994496,1.4057183
360,135,315,45,225,285.40000000000003,109.4,230.8,53.6,324.5,235.20000000000002,10.8,168.3,colour,switch,285.0,324.0,experiment_1,012,mixed,1.0,359.0,321.0,2.2376318
361,135,315,45,225,251.4,132.8,307.3,37.0,263.1,216.4,322.40000000000003,45.7,orientation,switch,251.0,263.0,experiment_1,012,mixed,1.0,360.0,280.45163294398867,2.3080125
362,315,135,45,225,252.9,85.0,345.8,128.20000000000002,3.2,135.70000000000002,84.60000000000001,202.4,orientation,repetition,252.0,3.0,experiment_1,012,mixed,1.0,361.0,334.1632457759984,1.8718832
363,315,45,225,135,168.9,358.20000000000005,103.0,294.0,214.3,164.5,81.4,330.90000000000003,orientation,repetition,168.0,214.0,experiment_1,012,mixed,1.0,362.0,209.49495581768767,1.3812585
364,135,225,315,45,31.6,143.0,87.9,259.0,345.40000000000003,107.60000000000001,182.4,59.0,colour,switch,31.0,345.0,experiment_1,012,mixed,1.0,363.0,344.0,2.046416
365,45,135,315,225,258.5,189.9,102.7,348.8,151.4,307.3,255.9,50.1,colour,repetition,258.0,151.0,experiment_1,012,mixed,1.0,364.0,260.0,2.2529986
366,45,225,135,315,4.2,55.400000000000006,126.10000000000001,271.40000000000003,137.5,266.0,319.5,49.1,colour,repetition,4.0,137.0,experiment_1,012,mixed,1.0,365.0,352.0,2.315082
367,45,225,135,315,72.4,277.90000000000003,6.6000000000000005,231.8,139.1,334.5,230.10000000000002,31.700000000000003,colour,repetition,72.0,139.0,experiment_1,012,mixed,1.0,366.0,65.0,1.6380714
368,315,45,225,135,121.60000000000001,50.1,168.70000000000002,263.3,133.1,267.7,332.20000000000005,83.4,orientation,switch,121.0,133.0,experiment_1,012,mixed,1.0,367.0,115.93742298546016,1.9008145
369,315,135,45,225,149.3,323.6,85.4,219.8,156.8,14.4,266.7,219.0,orientation,repetition,149.0,156.0,experiment_1,012,mixed,1.0,368.0,117.80145877993414,1.5045865
370,45,315,135,225,73.10000000000001,168.0,352.5,270.6,150.3,77.2,266.0,353.8,orientation,repetition,73.0,150.0,experiment_1,012,mixed,1.0,369.0,136.28939790406028,1.9485023
371,315,225,135,45,147.0,334.90000000000003,47.5,250.4,196.70000000000002,333.1,146.20000000000002,39.5,orientation,repetition,146.0,196.0,experiment_1,012,mixed,1.0,370.0,226.6424397019373,1.5584376
372,225,135,315,45,257.2,135.0,48.800000000000004,335.8,159.4,113.30000000000001,257.2,1.0,colour,switch,257.0,159.0,experiment_1,012,mixed,1.0,371.0,84.0,2.1762674
373,225,45,315,135,43.5,281.3,336.1,131.4,157.10000000000002,110.30000000000001,332.6,61.7,orientation,switch,43.0,157.0,experiment_1,012,mixed,1.0,372.0,158.7763434972338,2.1455767
374,45,225,315,135,125.9,303.5,19.200000000000003,179.9,210.60000000000002,343.20000000000005,115.5,45.900000000000006,orientation,repetition,125.0,210.0,experiment_1,012,mixed,1.0,373.0,206.22702690114045,2.7000923
375,45,315,135,225,171.5,91.5,225.9,11.600000000000001,53.1,218.4,300.5,353.40000000000003,colour,switch,171.0,53.0,experiment_1,012,mixed,1.0,374.0,202.0,1.5599775
376,315,135,45,225,37.2,169.60000000000002,88.7,273.90000000000003,301.8,111.0,11.200000000000001,181.70000000000002,colour,repetition,37.0,301.0,experiment_1,012,mixed,1.0,375.0,207.0,1.977888
377,225,135,45,315,55.1,291.1,245.3,155.10000000000002,50.300000000000004,314.0,141.6,235.3,orientation,switch,55.0,50.0,experiment_1,012,mixed,1.0,376.0,48.456619172042,2.2751977
378,45,315,225,135,258.40000000000003,193.5,80.4,350.8,140.0,207.8,359.3,40.1,colour,switch,258.0,140.0,experiment_1,012,mixed,1.0,377.0,256.0,1.5843399
379,45,135,315,225,30.400000000000002,106.9,191.10000000000002,279.2,50.6,318.70000000000005,165.0,252.20000000000002,colour,repetition,30.0,50.0,experiment_1,012,mixed,1.0,378.0,64.0,1.7368857
380,315,135,225,45,89.4,355.1,200.5,256.0,229.5,313.40000000000003,133.20000000000002,72.0,colour,repetition,89.0,229.0,experiment_1,012,mixed,1.0,379.0,91.0,1.6754915
381,315,225,45,135,138.6,28.5,71.5,266.7,263.5,105.4,354.3,207.9,orientation,switch,138.0,263.0,experiment_1,012,mixed,1.0,380.0,259.169920456593,1.7527705
382,135,225,45,315,210.70000000000002,168.3,113.30000000000001,289.90000000000003,282.0,80.9,124.60000000000001,229.60000000000002,colour,switch,210.0,282.0,experiment_1,012,mixed,1.0,381.0,219.0,1.6506333
383,45,225,135,315,102.2,15.8,287.6,190.5,158.0,1.6,105.80000000000001,207.3,colour,repetition,102.0,158.0,experiment_1,012,mixed,1.0,382.0,93.0,1.4005784
384,225,45,315,135,40.400000000000006,166.8,123.4,259.5,334.8,202.60000000000002,98.60000000000001,266.1,orientation,switch,40.0,334.0,experiment_1,012,mixed,1.0,383.0,314.8664436462941,2.3445556
385,135,315,225,45,7.9,184.10000000000002,110.80000000000001,260.5,268.1,76.60000000000001,30.0,216.8,colour,switch,7.0,268.0,experiment_1,012,mixed,1.0,384.0,13.0,1.8510267
386,45,135,315,225,277.90000000000003,82.4,149.9,216.0,323.90000000000003,18.900000000000002,92.4,227.4,colour,repetition,277.0,323.0,experiment_1,012,mixed,1.0,385.0,277.0,1.8011003
387,225,45,315,135,235.9,155.3,311.6,47.900000000000006,137.8,52.400000000000006,351.0,255.10000000000002,orientation,switch,235.0,137.0,experiment_1,012,mixed,1.0,386.0,123.90627698844216,1.7527636
388,315,45,135,225,194.70000000000002,301.8,44.300000000000004,257.3,14.5,105.30000000000001,207.20000000000002,257.3,orientation,repetition,194.0,14.0,experiment_1,012,mixed,1.0,387.0,288.5490836909029,2.1949604
389,225,315,135,45,275.90000000000003,65.3,338.1,151.5,34.0,101.10000000000001,203.3,250.70000000000002,orientation,repetition,275.0,34.0,experiment_1,012,mixed,1.0,388.0,46.52076966114377,2.3473482
390,135,45,225,315,318.90000000000003,115.7,43.300000000000004,256.5,198.10000000000002,128.1,252.0,78.30000000000001,colour,switch,318.0,198.0,experiment_1,012,mixed,1.0,389.0,323.0,1.8540406
391,225,135,45,315,201.4,152.4,318.90000000000003,271.6,47.900000000000006,329.40000000000003,286.6,115.10000000000001,orientation,switch,201.0,47.0,experiment_1,012,mixed,1.0,390.0,47.802451519866786,2.17972
392,45,225,135,315,180.5,298.8,86.80000000000001,252.0,292.2,168.9,242.70000000000002,85.60000000000001,colour,switch,180.0,292.0,experiment_1,012,mixed,1.0,391.0,215.0,2.7410204
393,315,45,135,225,154.70000000000002,215.10000000000002,67.8,276.2,285.3,81.0,123.30000000000001,352.40000000000003,colour,repetition,154.0,285.0,experiment_1,012,mixed,1.0,392.0,219.0,2.6876023
394,315,135,45,225,72.9,253.5,5.1000000000000005,138.1,62.800000000000004,349.1,148.70000000000002,255.70000000000002,colour,repetition,72.0,62.0,experiment_1,012,mixed,1.0,393.0,230.0,2.7720163
395,315,135,225,45,142.20000000000002,66.60000000000001,338.0,279.90000000000003,8.4,134.4,310.40000000000003,221.9,colour,repetition,142.0,8.0,experiment_1,012,mixed,1.0,394.0,157.0,1.7252841
396,315,45,135,225,318.5,70.9,136.3,252.3,233.70000000000002,107.0,180.9,313.3,orientation,switch,318.0,233.0,experiment_1,012,mixed,1.0,395.0,233.03165609448374,2.1927128
397,45,135,315,225,12.4,320.5,255.0,155.8,38.2,266.1,333.90000000000003,223.9,orientation,repetition,12.0,38.0,experiment_1,012,mixed,1.0,396.0,46.99787985647668,1.9292797
398,45,135,225,315,240.3,99.0,19.5,163.20000000000002,305.7,170.5,27.6,87.10000000000001,colour,switch,240.0,305.0,experiment_1,012,mixed,1.0,397.0,246.0,1.8122956
399,315,135,225,45,171.20000000000002,234.60000000000002,67.2,347.6,44.400000000000006,313.90000000000003,243.20000000000002,159.60000000000002,colour,repetition,171.0,44.0,experiment_1,012,mixed,1.0,398.0,189.0,3.5562284
400,45,225,135,315,321.90000000000003,216.5,76.80000000000001,20.900000000000002,112.60000000000001,164.3,295.90000000000003,37.6,orientation,switch,321.0,112.0,experiment_1,012,mixed,1.0,399.0,128.29016319224309,2.846156
